id,realm_name,calendar_year,year_month,ym_code,incident_count,mean_mttd_hours,median_mttd_hours,mean_mttr_hours,median_mttr_hours,updated_at
Realm Support Services_2023-03,Realm Support Services,2023,Mar 2023,2023-03,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-04,Realm Support Services,2023,Apr 2023,2023-04,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-05,Realm Support Services,2023,May 2023,2023-05,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-06,Realm Support Services,2023,Jun 2023,2023-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-07,Realm Support Services,2023,Jul 2023,2023-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-08,Realm Support Services,2023,Aug 2023,2023-08,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-09,Realm Support Services,2023,Sep 2023,2023-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-10,Realm Support Services,2023,Oct 2023,2023-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-11,Realm Support Services,2023,Nov 2023,2023-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2023-12,Realm Support Services,2023,Dec 2023,2023-12,3,2.65,0.67,2.78,2.43,2026-08-28 22:52:02
Realm Support Services_2024-01,Realm Support Services,2024,Jan 2024,2024-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-02,Realm Support Services,2024,Feb 2024,2024-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-03,Realm Support Services,2024,Mar 2024,2024-03,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-04,Realm Support Services,2024,Apr 2024,2024-04,1,0.37,0.37,0.65,0.65,2026-08-28 22:52:02
Realm Support Services_2024-05,Realm Support Services,2024,May 2024,2024-05,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-06,Realm Support Services,2024,Jun 2024,2024-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-07,Realm Support Services,2024,Jul 2024,2024-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-08,Realm Support Services,2024,Aug 2024,2024-08,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-09,Realm Support Services,2024,Sep 2024,2024-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-10,Realm Support Services,2024,Oct 2024,2024-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-11,Realm Support Services,2024,Nov 2024,2024-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2024-12,Realm Support Services,2024,Dec 2024,2024-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-01,Realm Support Services,2025,Jan 2025,2025-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-02,Realm Support Services,2025,Feb 2025,2025-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-03,Realm Support Services,2025,Mar 2025,2025-03,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-04,Realm Support Services,2025,Apr 2025,2025-04,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-05,Realm Support Services,2025,May 2025,2025-05,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-06,Realm Support Services,2025,Jun 2025,2025-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-07,Realm Support Services,2025,Jul 2025,2025-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-08,Realm Support Services,2025,Aug 2025,2025-08,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-09,Realm Support Services,2025,Sep 2025,2025-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-10,Realm Support Services,2025,Oct 2025,2025-10,1,0.46,0.46,0.51,0.51,2026-08-28 22:52:02
Realm Support Services_2025-11,Realm Support Services,2025,Nov 2025,2025-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2025-12,Realm Support Services,2025,Dec 2025,2025-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-01,Realm Support Services,2026,Jan 2026,2026-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-02,Realm Support Services,2026,Feb 2026,2026-02,1,0.87,0.87,1.28,1.28,2026-08-28 22:52:02
Realm Support Services_2026-03,Realm Support Services,2026,Mar 2026,2026-03,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-04,Realm Support Services,2026,Apr 2026,2026-04,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-05,Realm Support Services,2026,May 2026,2026-05,1,22.58,22.58,22.91,22.91,2026-08-28 22:52:02
Realm Support Services_2026-06,Realm Support Services,2026,Jun 2026,2026-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-07,Realm Support Services,2026,Jul 2026,2026-07,1,0.03,0.03,0.18,0.18,2026-08-28 22:52:02
Realm Support Services_2026-08,Realm Support Services,2026,Aug 2026,2026-08,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-09,Realm Support Services,2026,Sep 2026,2026-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-10,Realm Support Services,2026,Oct 2026,2026-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-11,Realm Support Services,2026,Nov 2026,2026-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Realm Support Services_2026-12,Realm Support Services,2026,Dec 2026,2026-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-01,Wellpass,2022,Jan 2022,2022-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-02,Wellpass,2022,Feb 2022,2022-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-03,Wellpass,2022,Mar 2022,2022-03,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-04,Wellpass,2022,Apr 2022,2022-04,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-05,Wellpass,2022,May 2022,2022-05,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-06,Wellpass,2022,Jun 2022,2022-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-07,Wellpass,2022,Jul 2022,2022-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-08,Wellpass,2022,Aug 2022,2022-08,1,1.68,1.68,2.36,2.36,2026-08-28 22:52:02
Wellpass_2022-09,Wellpass,2022,Sep 2022,2022-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-10,Wellpass,2022,Oct 2022,2022-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-11,Wellpass,2022,Nov 2022,2022-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2022-12,Wellpass,2022,Dec 2022,2022-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-01,Wellpass,2023,Jan 2023,2023-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-02,Wellpass,2023,Feb 2023,2023-02,1,1.03,1.03,1.04,1.04,2026-08-28 22:52:02
Wellpass_2023-03,Wellpass,2023,Mar 2023,2023-03,1,6.91,6.91,19.9,19.9,2026-08-28 22:52:02
Wellpass_2023-04,Wellpass,2023,Apr 2023,2023-04,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-05,Wellpass,2023,May 2023,2023-05,3,886.83,3.8,895.08,3.9,2026-08-28 22:52:02
Wellpass_2023-06,Wellpass,2023,Jun 2023,2023-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-07,Wellpass,2023,Jul 2023,2023-07,1,7.33,7.33,7.41,7.41,2026-08-28 22:52:02
Wellpass_2023-08,Wellpass,2023,Aug 2023,2023-08,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-09,Wellpass,2023,Sep 2023,2023-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-10,Wellpass,2023,Oct 2023,2023-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2023-11,Wellpass,2023,Nov 2023,2023-11,3,1.01,0.19,1.73,1.5,2026-08-28 22:52:02
Wellpass_2023-12,Wellpass,2023,Dec 2023,2023-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-01,Wellpass,2024,Jan 2024,2024-01,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-02,Wellpass,2024,Feb 2024,2024-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-03,Wellpass,2024,Mar 2024,2024-03,1,58.87,58.87,59.73,59.73,2026-08-28 22:52:02
Wellpass_2024-04,Wellpass,2024,Apr 2024,2024-04,2,1553.27,1553.27,1574.58,1574.58,2026-08-28 22:52:02
Wellpass_2024-05,Wellpass,2024,May 2024,2024-05,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-06,Wellpass,2024,Jun 2024,2024-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-07,Wellpass,2024,Jul 2024,2024-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-08,Wellpass,2024,Aug 2024,2024-08,3,5.85,0.67,6.13,1.02,2026-08-28 22:52:02
Wellpass_2024-09,Wellpass,2024,Sep 2024,2024-09,1,4.85,4.85,6.78,6.78,2026-08-28 22:52:02
Wellpass_2024-10,Wellpass,2024,Oct 2024,2024-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2024-11,Wellpass,2024,Nov 2024,2024-11,3,103.9,138.6,140.62,139.1,2026-08-28 22:52:02
Wellpass_2024-12,Wellpass,2024,Dec 2024,2024-12,1,0.23,0.23,4.83,4.83,2026-08-28 22:52:02
Wellpass_2025-01,Wellpass,2025,Jan 2025,2025-01,3,8.44,0.22,91.02,0.62,2026-08-28 22:52:02
Wellpass_2025-02,Wellpass,2025,Feb 2025,2025-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2025-03,Wellpass,2025,Mar 2025,2025-03,3,54.64,0.08,54.96,0.23,2026-08-28 22:52:02
Wellpass_2025-04,Wellpass,2025,Apr 2025,2025-04,3,33.3,0.22,1.47,0.6,2026-08-28 22:52:02
Wellpass_2025-05,Wellpass,2025,May 2025,2025-05,1,0.12,0.12,0.28,0.28,2026-08-28 22:52:02
Wellpass_2025-06,Wellpass,2025,Jun 2025,2025-06,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2025-07,Wellpass,2025,Jul 2025,2025-07,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2025-08,Wellpass,2025,Aug 2025,2025-08,3,99.68,30.25,146.69,169.83,2026-08-28 22:52:02
Wellpass_2025-09,Wellpass,2025,Sep 2025,2025-09,3,125.92,17.63,183.46,17.7,2026-08-28 22:52:02
Wellpass_2025-10,Wellpass,2025,Oct 2025,2025-10,1,0.42,0.42,0.5,0.5,2026-08-28 22:52:02
Wellpass_2025-11,Wellpass,2025,Nov 2025,2025-11,4,26.14,25.96,73.71,34.46,2026-08-28 22:52:02
Wellpass_2025-12,Wellpass,2025,Dec 2025,2025-12,1,1672.68,1672.68,1674.45,1674.45,2026-08-28 22:52:02
Wellpass_2026-01,Wellpass,2026,Jan 2026,2026-01,2,21.73,21.73,22.48,22.48,2026-08-28 22:52:02
Wellpass_2026-02,Wellpass,2026,Feb 2026,2026-02,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2026-03,Wellpass,2026,Mar 2026,2026-03,2,11.96,11.96,12.61,12.61,2026-08-28 22:52:02
Wellpass_2026-04,Wellpass,2026,Apr 2026,2026-04,3,52.65,9.5,61.06,32.98,2026-08-28 22:52:02
Wellpass_2026-05,Wellpass,2026,May 2026,2026-05,2,9.62,9.62,69.89,69.89,2026-08-28 22:52:02
Wellpass_2026-06,Wellpass,2026,Jun 2026,2026-06,2,4.41,4.41,4.89,4.89,2026-08-28 22:52:02
Wellpass_2026-07,Wellpass,2026,Jul 2026,2026-07,1,1.05,1.05,1.36,1.36,2026-08-28 22:52:02
Wellpass_2026-08,Wellpass,2026,Aug 2026,2026-08,4,0.93,0.66,0.64,0.59,2026-08-28 22:52:02
Wellpass_2026-09,Wellpass,2026,Sep 2026,2026-09,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2026-10,Wellpass,2026,Oct 2026,2026-10,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2026-11,Wellpass,2026,Nov 2026,2026-11,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
Wellpass_2026-12,Wellpass,2026,Dec 2026,2026-12,0,0.0,0.0,0.0,0.0,2026-08-28 22:52:02
